ProductType,term,amount,Secured,coApplicant,CreditScore,Residency,CitizenOrNot,visaSubclass,visaTimeLeftInMonths,age,LoanPurpose,RepaymentFrequency,interest_rate
0,24,5703,1,0,367,0,0,32,29,47,6,2,14.83
1,72,11207,0,1,365,0,1,4,19,24,5,0,19.33
0,24,9183,1,0,815,0,1,13,17,61,6,0,11.98
1,84,13540,0,0,436,0,0,40,30,48,2,2,21.9
1,60,13494,0,0,676,1,0,20,27,67,5,0,13.9
0,48,5603,1,0,697,2,0,59,3,40,5,1,19.58
0,60,7986,0,0,796,1,0,23,25,47,4,2,13.89
1,84,12849,1,1,670,1,0,100,10,35,5,0,13.2
1,84,10587,1,1,688,2,0,42,25,40,4,1,17.67
1,48,6728,1,1,460,0,0,19,36,51,5,1,17.97
1,36,10991,1,1,559,0,0,76,36,59,1,0,21.02
1,12,6932,1,1,550,1,1,47,18,69,1,1,14.02
1,12,5125,0,1,699,2,1,4,2,55,3,0,16.64
0,36,8433,0,1,819,2,1,81,31,25,1,0,18.23
0,48,5060,1,1,526,0,0,33,7,35,5,1,13.42
1,36,10973,1,1,763,1,0,97,33,27,0,0,18.71
1,36,9876,1,0,698,0,1,42,1,51,3,1,11.99
0,84,12399,1,0,486,0,1,28,17,69,6,2,13.1
0,48,13112,1,0,516,0,0,7,35,56,4,0,12.56
0,60,12938,1,0,701,0,1,2,35,40,3,1,13.75
1,60,11626,1,0,315,0,0,97,29,33,4,1,18.97
1,72,14652,0,1,344,1,1,62,21,64,2,2,23.09
0,36,8871,0,1,486,2,1,45,12,34,6,2,19.39
0,84,12864,0,1,688,1,0,41,22,23,0,0,15.75
1,84,9731,0,0,517,0,1,77,10,54,6,1,19.13
1,60,11712,0,1,780,0,1,22,23,29,0,0,19.9
1,72,9987,0,0,819,2,0,91,3,59,1,2,17.27
1,72,13601,0,1,478,2,1,88,25,46,5,2,13.0
1,84,12803,0,1,669,2,0,52,23,69,0,1,16.66
1,60,11207,1,1,478,1,0,30,31,23,4,2,13.29
1,24,10242,0,1,400,2,0,36,6,45,6,2,22.67
0,72,7744,1,0,494,2,1,13,7,39,2,1,13.49
1,24,8363,1,1,767,2,1,5,8,21,0,1,19.83
1,72,12584,0,1,550,0,0,11,26,57,0,0,16.8
1,48,13577,0,1,678,2,0,33,23,50,6,2,12.38
1,24,10119,1,1,724,0,0,89,11,66,2,0,18.77
0,48,10703,1,1,603,2,0,59,36,50,6,2,17.24
1,36,6162,0,1,578,2,1,5,16,65,4,0,12.99
0,84,6396,1,1,730,1,1,81,19,31,3,1,12.26
0,48,12651,0,1,584,2,1,93,23,18,4,2,13.23
1,36,6419,1,0,556,2,1,84,20,65,4,2,20.3
0,72,8307,1,1,300,1,0,63,6,18,6,1,23.06
0,36,8696,0,0,359,2,0,28,32,47,5,0,20.77
0,48,12365,1,0,433,2,0,78,13,36,3,2,22.29
0,60,9420,1,0,667,1,1,33,21,37,5,1,20.22
0,48,13464,1,0,432,0,0,13,19,59,4,0,21.2
0,84,8698,0,0,773,2,0,29,29,44,0,1,11.84
0,36,5450,0,1,743,1,1,82,19,55,6,0,11.85
0,24,6450,0,1,664,1,0,87,24,40,1,0,20.62
0,24,10297,0,1,424,2,1,14,1,33,6,0,22.8
0,60,11797,0,1,665,2,0,31,12,32,4,1,20.99
0,84,7734,1,1,720,1,0,78,26,28,2,0,13.71
1,84,10941,1,1,518,0,1,71,34,62,5,2,13.83
1,36,7056,1,1,398,1,0,11,11,19,5,0,21.34
1,84,10407,1,1,565,0,0,99,28,55,2,1,13.2
1,72,10275,1,1,426,0,0,84,16,26,6,2,20.11
0,36,8396,1,1,719,2,0,32,14,19,5,2,16.19
0,36,11392,0,1,820,0,0,47,36,29,1,1,19.48
0,60,12112,0,0,840,2,1,68,35,37,2,0,14.11
1,36,7857,0,1,422,1,1,25,26,38,4,0,13.29
1,48,10231,0,1,734,1,1,38,19,20,6,1,11.5
0,24,8374,0,0,486,2,1,57,31,66,4,0,16.64
1,36,7788,0,1,510,0,1,14,26,26,3,2,19.17
0,48,13335,0,1,768,1,1,96,19,24,4,0,14.27
1,84,6392,1,1,576,1,1,5,29,53,1,0,17.69
0,72,11636,1,1,491,2,1,55,23,23,1,1,20.99
1,12,9074,0,1,571,1,1,8,20,24,3,0,18.98
0,84,7012,0,1,582,1,0,64,15,32,5,0,21.48
0,12,6902,1,1,762,1,1,84,4,66,0,1,17.48
1,36,9970,1,0,752,2,0,12,6,30,0,1,14.6
1,84,6333,1,1,444,0,1,61,18,45,5,0,17.93
1,12,7373,0,0,745,0,1,51,15,64,1,0,13.41
1,48,7683,0,1,652,1,0,37,13,61,0,1,16.29
0,36,8044,1,1,659,0,1,19,24,28,0,0,14.92
0,12,7533,0,1,733,2,0,28,19,59,0,2,13.74
1,48,13562,0,0,663,0,0,92,25,60,5,2,20.49
0,72,7722,0,1,516,1,1,84,3,54,4,0,17.86
1,48,7039,1,0,625,0,1,46,24,38,1,2,19.11
0,84,7235,1,0,538,1,1,92,1,64,5,2,19.42
0,36,6226,0,0,549,0,0,98,35,70,6,1,14.18
0,12,11712,1,1,467,1,0,82,5,26,3,1,13.61
1,60,7489,0,1,331,0,1,78,31,53,0,1,20.02
0,72,13361,0,1,792,1,1,30,21,55,3,0,12.43
1,84,10937,1,1,836,0,1,48,4,28,3,0,14.2
0,48,13580,1,1,676,2,0,97,29,26,5,2,14.59
1,48,6081,1,0,408,2,0,4,22,66,4,2,17.08
0,48,8681,1,0,589,2,0,37,9,68,6,1,16.71
0,72,5410,0,0,641,1,0,25,5,43,2,1,14.93
1,36,10910,1,1,407,1,0,33,7,29,5,1,21.14
0,84,13403,1,1,345,0,1,36,32,54,6,1,19.57
0,36,11363,0,1,667,1,0,99,28,28,2,1,15.62
1,84,13284,0,1,738,0,0,64,7,23,0,1,15.54
1,48,12968,1,0,848,1,0,73,31,46,0,1,19.85
1,60,12970,1,1,747,1,0,7,25,60,0,0,13.09
1,36,9965,0,0,341,0,1,30,11,67,4,1,23.02
1,48,14577,1,0,742,0,0,90,27,55,6,1,16.82
1,12,10269,1,1,657,0,0,69,27,47,2,2,15.82
1,84,12232,1,1,817,2,0,50,25,20,2,0,12.5
1,48,5549,0,0,693,1,0,16,23,51,1,0,13.63
1,84,14325,1,1,781,2,0,35,10,22,0,1,20.64
0,60,8445,1,1,809,2,1,49,11,22,3,0,19.24
0,72,10662,1,1,498,1,0,53,7,56,3,1,14.39
1,12,8946,0,1,538,2,1,65,21,49,1,0,22.23
0,48,6736,1,0,702,2,0,93,35,58,2,1,14.23
0,24,10023,1,0,383,0,0,15,22,62,3,1,13.66
1,12,5254,1,1,719,0,1,47,30,52,2,2,21.12
0,60,6561,0,0,475,0,0,37,28,38,6,1,21.83
1,84,8155,1,1,457,2,0,94,8,20,3,0,13.25
1,12,11094,0,1,390,0,1,71,31,23,0,2,15.92
1,84,14466,0,0,550,1,0,53,13,36,0,1,19.7
0,24,5521,0,1,738,1,0,48,36,27,0,2,11.59
1,12,5248,1,0,323,0,1,1,7,70,4,1,19.45
1,60,12677,0,1,572,2,0,99,14,20,2,1,21.84
0,48,8222,1,1,455,1,1,32,0,48,2,2,19.98
0,48,11656,0,1,573,0,1,30,28,32,5,2,19.61
1,72,9824,0,1,627,2,0,47,12,20,5,2,18.98
0,72,14925,0,1,815,0,1,20,16,65,0,0,20.28
1,36,6473,1,1,606,1,0,58,19,58,6,2,14.9
1,72,14744,1,1,409,0,1,97,6,61,0,0,21.28
0,48,12458,1,1,614,0,0,48,8,55,3,0,18.99
1,24,9098,0,1,382,0,1,64,20,23,4,1,17.53
1,60,12657,1,1,551,0,0,87,35,35,1,2,16.17
0,60,13982,1,0,829,1,1,26,15,53,4,2,11.21
1,84,14313,0,0,326,0,0,39,6,37,5,1,16.06
1,60,9377,0,0,755,0,0,85,16,62,5,1,14.44
0,60,11053,1,0,452,0,0,72,10,57,2,0,16.06
1,84,13106,1,1,323,0,1,99,14,23,3,2,17.8
0,24,6021,0,1,321,0,1,100,18,25,0,2,18.87
1,48,11831,0,1,549,1,1,67,12,58,3,2,15.57
1,84,8068,0,1,501,1,1,35,27,18,6,0,20.33
0,72,5172,0,1,328,1,1,60,24,23,3,0,18.03
1,84,10119,1,1,590,0,0,25,34,19,2,1,13.25
1,60,10950,0,1,545,2,1,24,11,26,0,1,12.43
0,12,10595,1,1,641,1,1,26,35,50,6,2,12.22
0,84,6908,0,1,728,2,1,46,0,19,3,1,14.06
1,12,11194,1,1,776,2,0,42,24,25,0,2,15.32
0,72,14742,0,1,757,1,0,99,24,30,1,1,15.08
0,36,7858,0,0,535,0,0,9,27,34,3,0,22.04
1,48,10614,0,0,710,0,0,26,3,49,2,2,13.41
0,36,11429,1,0,496,1,1,34,7,43,5,1,15.67
1,36,11360,1,1,628,1,1,24,32,58,2,1,16.95
0,48,14299,1,1,323,0,0,12,7,21,1,0,23.35
0,12,10148,0,1,808,0,0,49,25,27,3,2,14.0
0,60,13667,1,0,473,2,1,47,5,35,3,1,21.66
1,36,9800,1,0,494,0,0,84,28,52,4,0,21.8
0,24,9989,0,1,742,0,0,26,16,26,1,2,19.06
0,48,9169,1,0,677,2,0,45,16,48,0,1,21.01
1,48,13135,0,0,728,0,1,29,18,41,1,1,16.78
0,48,13781,0,0,635,1,1,41,32,53,3,1,12.04
1,72,13730,0,0,619,1,0,73,27,41,6,2,12.12
1,84,13363,1,0,644,1,1,45,23,32,2,2,19.42
1,12,5353,1,1,473,2,0,22,35,54,2,2,19.24
1,36,5965,1,1,669,1,0,42,1,60,4,2,19.88
0,60,6933,0,1,790,2,1,68,34,54,0,2,16.89
0,48,10717,1,1,352,0,0,79,28,27,3,2,22.95
0,84,11116,1,0,315,1,1,33,25,33,4,2,16.37
0,24,11442,0,1,583,0,1,46,22,31,4,1,16.36
0,24,9904,1,1,388,1,0,68,27,45,6,1,15.28
1,48,12981,1,0,792,2,1,74,28,54,0,0,18.73
0,48,7531,0,0,344,2,1,70,9,43,5,0,13.77
0,72,6774,1,0,486,2,0,41,21,70,3,1,13.94
1,24,10793,0,1,376,0,1,8,22,35,3,0,18.82
0,84,14439,0,0,748,1,1,29,4,49,5,0,14.35
1,84,8706,1,1,763,2,1,37,7,37,1,0,17.19
1,36,6951,0,0,581,0,0,46,27,53,2,0,14.02
1,60,10751,1,0,699,0,0,75,7,36,0,2,13.24
1,72,12269,0,1,849,0,0,36,16,68,0,2,19.45
1,12,7229,1,1,553,1,0,80,3,61,6,2,16.03
1,72,9811,1,1,335,1,0,47,7,56,0,2,14.16
0,60,11404,0,1,707,0,1,90,9,24,2,0,19.07
1,12,6215,1,1,835,2,1,94,26,43,1,0,19.16
1,36,11751,1,1,477,0,0,38,31,24,5,2,17.87
1,72,8134,0,1,378,2,0,23,6,27,4,2,13.29
0,84,11690,0,1,314,0,0,50,3,60,0,0,20.14
1,60,10707,1,0,375,1,1,18,12,34,0,2,21.61
1,24,11630,1,0,348,2,1,51,21,61,5,2,13.55
1,60,8985,0,0,416,0,1,36,18,43,4,0,17.27
0,48,7647,1,1,835,1,0,84,19,61,0,0,11.87
0,60,8200,0,1,786,2,0,22,30,68,1,2,16.8
0,84,13571,1,1,402,2,1,74,32,70,6,0,21.46
1,48,10312,1,1,659,0,1,49,6,36,0,1,20.26
0,60,12161,0,0,576,0,1,8,23,66,1,1,15.09
1,48,5047,0,1,815,2,1,48,7,64,0,1,16.41
1,84,8788,1,1,566,1,1,70,14,54,5,2,15.36
0,48,12602,0,1,838,0,1,85,15,26,6,2,17.57
0,48,9657,0,0,549,0,0,27,4,30,4,2,14.58
0,84,14269,0,1,371,1,1,55,35,28,1,2,21.86
0,24,10678,0,0,605,0,1,8,28,59,5,2,17.25
1,72,14521,1,1,731,1,1,56,21,48,2,0,14.6
1,48,12987,1,1,358,0,0,4,5,20,0,1,15.43
1,48,5793,1,1,391,1,0,0,21,23,6,1,18.37
1,24,6892,1,1,504,1,0,62,0,18,3,0,18.57
0,72,7162,0,1,448,0,1,95,8,26,0,0,16.26
1,60,13267,1,0,489,1,0,15,27,36,5,2,14.48
1,12,11408,0,1,646,2,1,98,16,51,0,1,13.94
1,48,7963,1,0,468,1,0,88,12,61,6,2,12.74
1,12,8414,1,1,569,2,0,50,28,69,0,0,15.75
0,24,11118,1,0,345,2,0,93,33,56,0,1,20.34
1,36,5895,1,1,667,0,0,40,2,46,1,1,15.82
0,84,9320,1,1,422,2,0,96,25,33,4,2,15.68
1,72,8278,1,0,513,1,0,8,8,30,0,1,15.55
0,48,7956,1,1,465,2,0,56,5,26,0,2,22.6
1,84,11677,0,1,582,1,1,4,12,18,5,0,18.84
1,36,5729,1,1,340,0,1,67,28,49,2,0,13.68
1,84,8721,0,0,475,2,1,14,15,49,3,1,13.72
0,60,13288,1,0,783,2,1,57,16,61,3,0,15.46
0,60,11319,1,0,810,1,0,59,33,46,3,0,17.79
1,84,12310,0,0,461,2,0,67,15,32,2,0,22.31
0,60,14476,1,1,702,1,1,55,14,68,1,1,15.93
1,72,14917,0,0,793,0,0,69,24,30,4,0,18.89
0,12,5184,1,0,372,2,0,68,16,60,2,2,22.03
0,72,10042,1,1,591,2,0,28,27,68,1,1,21.82
1,12,5905,0,0,365,2,1,47,26,36,0,1,23.13
0,48,14797,1,1,511,1,1,4,4,40,3,2,16.68
1,60,10494,1,1,394,1,1,34,20,61,5,0,15.1
1,24,9567,0,1,681,0,0,59,31,30,6,1,12.67
0,84,9422,0,1,481,0,0,63,9,42,2,1,21.64
0,48,5235,0,1,633,1,0,62,26,67,4,0,16.16
0,60,5769,0,1,669,1,0,63,9,31,0,1,18.62
0,36,10681,1,1,463,1,0,73,15,47,0,0,18.73
0,84,6900,0,1,758,0,0,66,33,25,4,0,16.99
1,84,7716,0,1,700,2,0,56,27,25,5,1,14.44
1,60,9441,1,0,687,0,0,84,28,46,5,1,17.89
0,72,10555,1,0,417,1,1,49,0,39,2,1,21.31
1,24,6929,1,1,460,2,1,46,20,26,2,1,18.98
0,48,7316,1,1,789,0,0,88,2,25,2,0,19.52
1,24,7499,0,1,720,1,1,29,16,29,3,0,12.49
1,84,11752,0,0,631,2,0,58,24,70,1,2,12.13
0,84,13043,0,0,783,0,0,70,7,69,2,0,16.66
1,60,12154,0,1,848,0,1,92,16,65,5,2,17.29
1,60,9433,0,1,521,2,0,59,1,41,0,0,17.97
1,72,11366,0,1,404,1,1,77,33,26,3,2,13.33
0,24,8167,0,1,659,0,1,89,7,52,2,0,17.84
1,12,11140,1,1,511,2,0,26,17,68,5,0,21.54
0,72,9532,0,1,739,1,1,72,13,26,5,2,13.82
0,36,9433,0,1,382,1,1,91,11,22,0,0,20.19
0,60,8802,0,0,587,1,0,100,1,31,0,1,14.93
0,24,7633,1,0,522,0,1,21,18,55,3,2,18.08
0,36,6088,1,1,676,2,0,94,11,23,6,0,11.66
0,12,9134,1,0,622,1,1,18,36,33,4,0,15.46
0,72,12931,1,1,356,2,1,63,30,35,3,2,13.34
0,72,11852,1,1,642,2,1,88,1,44,5,1,17.64
0,72,5914,1,0,523,1,0,92,9,41,2,0,20.02
0,60,8768,1,0,563,1,0,69,13,67,1,1,16.12
0,36,11189,1,1,837,0,1,63,33,54,1,2,14.44
0,60,13525,1,1,699,1,0,25,17,64,4,0,18.47
0,36,5445,1,1,843,0,1,20,7,21,2,1,14.49
1,72,7513,1,1,636,1,1,5,8,58,0,1,19.25
0,24,6458,0,0,339,0,1,2,13,33,1,2,23.22
0,72,7524,1,1,818,1,0,97,29,64,3,2,15.3
1,84,13455,0,1,542,1,0,62,32,50,3,1,19.77
0,24,7574,1,1,743,1,0,32,28,55,0,0,12.56
0,24,10301,0,0,515,2,1,15,9,34,4,1,20.7
1,84,11658,1,0,456,2,1,13,26,32,6,1,21.59
0,60,5772,1,0,328,0,1,26,8,35,5,1,16.79
0,12,8654,1,1,771,0,0,81,11,33,4,0,15.14
0,84,12896,0,1,650,0,0,67,7,61,3,1,14.1
0,48,8844,0,1,654,2,0,80,18,36,2,2,17.73
0,84,11224,0,1,637,1,0,88,9,45,4,2,19.21
1,60,11116,1,0,585,1,1,13,4,39,1,2,18.23
0,36,9172,1,0,392,1,1,0,27,56,0,1,21.6
1,72,5254,0,1,682,2,1,43,22,25,3,2,20.38
1,12,7393,0,1,362,0,1,9,34,24,1,0,22.47
1,60,8114,1,0,476,1,1,81,12,60,2,2,22.35
1,48,9678,1,0,525,0,0,57,12,53,1,1,21.4
1,72,12134,0,0,351,0,0,74,30,43,1,2,22.3
1,48,6128,0,0,445,1,0,94,31,66,3,0,17.02
0,12,6902,0,1,423,2,1,15,32,19,1,1,15.77
0,36,11505,0,1,457,1,1,55,10,37,5,2,15.56
1,24,9866,1,1,816,2,0,30,16,22,2,2,15.18
0,84,5597,0,1,363,0,1,87,21,24,0,2,18.81
0,48,7453,0,1,641,2,1,42,26,29,0,1,15.73
0,60,14158,1,1,631,2,0,78,22,26,1,1,13.31
1,24,10173,0,1,316,0,1,14,23,42,4,2,13.65
0,84,8781,1,1,611,1,0,75,22,63,4,2,16.07
0,24,5921,0,0,526,0,0,16,4,61,6,2,16.97
1,84,5496,1,1,340,1,0,34,34,62,6,2,17.89
1,72,14283,0,1,612,1,1,8,27,19,5,0,15.73
1,72,5391,0,1,323,2,0,38,25,56,0,1,19.41
0,24,7683,0,1,804,1,0,72,20,34,2,1,16.59
1,60,13056,0,1,423,2,1,81,33,21,2,0,13.78
1,84,13368,0,1,332,1,0,35,12,63,4,1,15.39
0,60,7293,1,1,389,0,1,34,35,66,1,0,21.87
1,48,10676,0,0,686,2,0,7,14,66,4,0,20.69
0,24,9056,1,1,316,0,1,77,14,70,6,2,14.51
0,48,13866,0,0,649,2,1,13,28,36,2,2,14.32
0,36,9609,1,0,772,1,1,100,29,30,2,2,14.5
1,36,8686,1,0,358,1,1,18,28,58,4,1,13.21
0,48,11806,0,1,778,2,1,75,3,59,5,0,14.75
1,12,9609,1,1,532,0,0,23,36,49,3,0,18.45
1,60,14981,1,0,645,0,1,27,32,35,3,2,11.92
0,24,10568,1,1,518,2,1,0,3,45,5,2,15.7
1,60,9550,0,1,828,2,0,80,1,26,4,0,19.45
1,84,14375,0,1,731,0,1,24,12,32,4,0,13.79
0,48,7927,1,1,354,1,1,58,29,41,0,1,22.75
0,12,10531,0,1,320,0,1,56,12,43,4,0,19.92
1,36,9922,0,1,489,1,0,7,5,68,4,1,21.02
0,48,5387,1,1,331,0,1,52,8,31,2,1,21.69
0,48,5129,0,1,488,2,0,27,13,67,2,0,16.2
0,36,8215,1,1,381,0,0,58,10,45,1,2,20.59
0,48,6072,1,0,730,0,0,56,14,56,5,1,14.9
0,72,14410,1,0,524,0,1,36,34,34,6,1,20.99
0,72,12304,0,0,723,0,1,27,12,55,5,1,18.04
1,72,13170,0,1,646,1,0,46,21,61,0,0,15.18
0,84,6988,0,0,437,1,0,1,12,33,5,0,13.15
1,48,14272,0,0,372,2,1,84,7,63,4,1,17.41
1,24,6234,0,0,429,1,1,14,19,55,2,1,19.03
0,36,6586,1,0,563,1,1,82,31,49,5,2,20.37
0,48,14553,1,1,506,0,0,20,30,21,5,0,17.49
1,12,8071,0,1,829,0,0,6,16,24,2,1,14.61
0,48,5462,1,1,850,2,1,17,2,26,5,0,11.95
1,60,6131,0,1,309,2,0,98,23,36,4,2,21.2
1,72,5344,0,0,534,0,0,73,5,46,4,2,15.6
1,60,9871,0,1,311,2,0,93,15,22,0,1,21.97
0,84,5996,0,0,747,2,1,19,26,54,5,1,17.01
0,48,7929,0,0,811,2,0,28,10,57,6,1,19.68
1,84,14441,0,1,365,1,1,44,36,35,4,2,19.82
0,36,8038,1,1,511,2,1,60,29,21,5,2,17.67
0,48,13990,0,0,640,0,0,36,25,66,2,1,17.61
0,24,7601,0,0,495,1,0,71,33,50,2,0,15.59
1,60,7255,0,1,824,2,1,13,9,21,5,2,16.42
0,12,5976,0,1,594,2,1,36,20,28,1,1,20.68
0,84,11387,0,1,624,1,0,48,6,29,2,1,20.06
0,84,6462,0,1,482,2,1,47,9,63,1,1,22.38
0,60,6483,0,1,346,2,0,79,3,46,6,2,13.67
1,84,8770,0,1,702,0,0,6,31,58,2,0,11.65
1,72,12216,0,1,363,2,0,19,0,31,2,0,18.53
1,60,7453,1,1,455,1,1,87,20,68,2,0,20.93
1,60,14732,0,1,764,0,0,73,6,25,6,1,19.1
0,60,8674,1,1,394,2,1,85,36,55,4,1,16.09
0,60,8895,0,0,561,0,1,34,12,46,5,1,16.3
1,84,13933,0,1,606,0,0,9,35,49,4,1,21.86
0,24,11558,0,1,321,1,0,65,8,46,5,1,15.38
0,84,12835,1,0,327,2,1,55,7,70,6,2,16.17
1,84,14606,1,1,559,1,1,52,35,29,2,1,19.21
1,60,7636,1,0,645,2,0,43,13,40,2,0,19.53
1,24,9966,1,1,807,2,0,95,13,31,3,0,17.6
1,60,14505,1,1,502,2,0,46,32,21,1,0,14.94
1,36,10209,1,1,698,2,1,88,17,20,1,0,12.9
1,36,6329,0,0,844,2,1,70,17,33,2,1,15.06
1,48,7962,0,0,736,2,0,67,8,44,2,0,15.1
0,60,12066,0,1,421,2,0,3,18,65,3,2,14.02
0,12,6850,0,0,607,0,0,81,20,51,2,1,13.91
1,24,5509,0,0,452,2,0,65,2,60,2,0,14.11
1,48,9379,0,1,600,1,1,46,35,20,1,0,13.46
1,72,11168,0,1,651,0,1,1,27,61,6,2,12.12
1,36,6498,1,1,304,1,0,32,15,69,2,1,16.72
0,84,12603,0,1,727,0,0,21,2,65,4,2,16.76
1,12,6756,0,1,712,2,1,84,30,19,5,0,16.73
1,48,13151,1,1,426,1,1,34,1,26,1,2,13.48
0,48,12107,0,0,659,0,1,2,35,44,6,0,19.99
1,72,6682,0,0,775,0,1,51,0,43,6,0,12.16
0,60,7461,1,1,686,0,1,35,33,28,6,0,14.29
0,24,5590,1,1,418,1,0,89,12,50,3,0,13.59
0,84,10760,0,1,571,1,0,2,18,40,4,1,17.49
0,36,6045,0,0,378,1,0,33,7,40,2,2,18.42
0,60,7161,1,1,635,0,1,42,17,20,1,1,21.11
0,84,13860,0,0,657,0,1,17,30,31,6,0,21.29
0,72,9940,0,0,419,0,1,65,15,64,5,2,18.09
1,72,8107,0,0,333,2,0,53,7,60,6,1,16.83
0,24,11752,1,1,483,2,1,65,29,18,5,2,20.2
0,36,10945,1,1,621,0,0,39,31,18,6,2,14.84
0,36,11003,1,1,379,0,0,76,31,18,0,2,20.04
1,72,9148,1,1,487,2,1,36,4,69,6,1,19.09
1,60,11790,1,1,609,0,0,42,35,21,3,0,17.93
1,24,6669,1,1,794,2,0,13,36,19,3,0,20.08
0,72,8254,1,0,450,1,1,7,30,70,0,2,21.58
1,60,11899,1,0,769,2,1,84,33,67,0,0,17.18
0,24,8920,0,1,777,0,1,50,33,47,5,0,11.39
0,60,12944,1,0,663,1,0,52,11,37,2,0,16.02
0,48,14960,0,0,348,1,1,63,26,56,6,2,20.13
1,72,7781,1,0,756,1,0,56,17,60,5,0,17.13
0,12,10349,0,1,505,2,1,70,16,25,2,0,20.74
0,48,5530,1,1,832,2,1,60,8,69,4,2,16.37
0,24,5058,1,0,355,0,0,92,32,40,5,0,22.52
0,84,12868,1,1,592,2,1,89,0,28,3,1,19.26
1,72,6241,0,1,413,2,0,80,23,37,3,1,22.7
0,84,13161,1,1,305,2,1,54,13,59,6,1,18.41
0,60,13933,0,1,450,2,0,58,29,26,0,0,14.86
1,84,13319,0,0,510,2,1,4,30,59,2,1,14.46
1,48,12869,1,1,673,1,0,94,15,25,5,2,14.88
1,48,8580,0,0,811,2,0,93,33,58,3,1,13.55
0,36,9466,0,0,307,0,0,98,3,31,5,2,14.0
1,60,5209,0,0,374,1,1,92,11,57,2,2,18.45
0,48,9164,1,0,679,1,1,58,15,66,4,1,14.79
1,36,10589,1,1,324,1,1,33,25,28,5,1,16.45
1,72,14476,0,0,743,1,1,98,33,34,2,2,18.57
0,84,6772,1,0,483,0,0,80,10,54,3,1,17.97
1,84,11163,1,1,742,0,1,64,4,50,5,0,16.41
0,12,5090,0,0,477,2,1,38,33,67,0,0,15.94
1,48,11600,0,1,617,1,0,92,25,38,1,2,12.27
0,36,7013,1,1,649,2,1,67,19,41,6,2,13.4
0,60,12882,0,0,811,1,1,72,36,55,4,1,16.61
0,48,12830,0,1,339,1,0,98,16,21,4,0,14.24
1,84,14645,1,1,397,0,0,68,35,63,6,1,17.62
1,72,8345,0,0,351,0,1,35,8,52,6,1,13.61
0,84,7885,0,0,398,0,0,16,26,51,3,2,18.31
0,60,5861,0,1,532,2,1,29,20,21,3,2,16.0
1,36,10333,0,1,741,0,1,34,34,53,3,2,11.66
1,72,9842,1,0,471,0,0,49,28,56,6,1,14.38
1,84,12236,1,0,830,0,1,96,16,37,2,2,18.15
0,36,10344,0,1,459,1,1,19,26,27,4,2,22.13
0,60,10917,0,1,364,2,0,66,11,41,6,2,17.19
0,24,11290,1,1,845,0,1,73,27,59,2,1,11.72
0,48,5464,0,1,598,1,1,4,27,33,0,0,21.24
1,48,6528,1,1,352,2,0,34,36,21,5,1,19.39
0,48,12423,1,1,613,0,1,53,27,35,6,2,21.67
0,72,6277,0,1,776,0,0,99,19,41,1,1,20.48
0,84,13114,0,0,667,2,1,77,7,48,6,2,15.36
1,84,14463,1,1,718,0,0,20,10,34,0,0,14.23
1,48,14127,1,0,786,1,0,54,27,43,5,1,18.71
0,72,14438,0,0,345,0,0,86,6,55,1,0,22.4
0,84,5791,1,0,318,2,1,76,27,70,4,0,16.39
0,36,6955,0,1,577,2,1,10,5,35,2,1,20.98
0,24,5557,0,1,495,0,0,43,13,60,1,0,19.75
1,60,6007,1,1,783,0,0,42,35,61,3,2,14.17
1,24,10482,0,1,369,2,0,19,26,45,1,1,22.32
1,36,10426,0,0,742,0,0,73,2,36,2,0,17.0
0,60,14842,1,1,416,1,1,31,26,38,5,0,19.38
0,36,11855,1,1,357,2,1,43,24,37,2,1,16.15
0,48,9623,0,1,375,0,0,50,1,41,5,2,14.93
0,36,7006,0,1,553,2,1,51,16,68,5,2,16.55
1,48,14411,0,1,716,1,0,49,28,24,4,1,13.32
0,72,13512,0,0,433,2,0,10,30,43,0,2,18.42
0,60,6442,0,1,614,2,1,36,17,37,5,0,17.77
0,36,10935,1,0,618,1,1,35,5,61,2,1,17.41
1,72,9393,0,0,575,2,1,65,16,64,5,2,15.0
0,48,14456,0,1,837,0,0,49,3,40,1,0,10.9
0,72,13461,0,0,514,0,0,85,23,46,2,0,17.96
1,24,9930,0,0,766,2,1,40,12,55,1,2,16.03
0,24,6417,1,1,387,2,1,59,34,70,6,2,19.16
1,36,9056,1,0,731,1,1,5,12,38,4,2,18.64
0,84,10066,1,1,598,0,0,58,27,25,3,2,13.22
0,48,8652,0,0,708,0,0,94,23,44,0,0,13.05
0,72,13081,1,1,321,2,0,76,25,69,1,2,15.33
1,60,8679,1,1,723,2,1,37,10,49,3,0,11.62
0,48,14912,0,1,503,0,1,91,0,28,0,2,13.82
0,72,5209,1,1,556,0,1,91,35,29,2,1,14.08
1,12,10600,1,1,738,2,0,18,27,49,6,2,18.71
1,72,12135,0,1,509,1,0,33,2,22,1,1,15.26
0,60,13091,0,0,358,2,1,31,12,56,4,1,18.6
1,48,12101,1,0,333,1,1,40,18,52,0,0,16.53
0,24,5400,1,1,580,1,1,56,14,19,0,2,15.97
1,60,6304,0,1,794,0,0,17,20,21,0,0,14.7
0,84,5728,0,1,487,0,1,14,35,58,3,1,18.96
0,36,9370,1,0,609,2,0,27,7,55,4,0,21.55
1,60,12723,1,0,390,0,1,67,33,33,0,2,20.58
1,12,7507,1,1,402,1,1,100,25,66,5,2,22.89
