ProductType,term,amount,Secured,coApplicant,CreditScore,Residency,CitizenOrNot,visaSubclass,visaTimeLeftInMonths,age,LoanPurpose,RepaymentFrequency,interest_rate
0,84,11787,0,1,1041,2,1,91,11,20,0,2,21.51
1,84,13894,0,0,777,1,1,18,24,29,3,2,19.99
0,84,13754,1,1,1034,1,1,56,36,57,0,0,19.36
1,84,7989,0,1,250,1,1,89,15,53,6,1,15.17
0,60,9550,0,0,225,0,1,6,34,27,3,2,23.1
0,24,9310,0,0,858,0,1,92,28,32,4,2,15.31
1,84,7809,0,1,442,0,1,63,34,63,3,0,24.75
0,60,9232,0,1,214,1,0,42,8,40,4,0,23.41
1,12,9800,0,0,1160,2,1,84,19,51,1,0,16.64
1,36,6197,1,0,891,1,0,63,1,41,4,0,18.72
1,24,11678,1,0,831,2,1,26,32,60,2,2,19.65
0,36,13422,0,0,711,1,1,93,35,55,4,1,18.86
0,12,5082,0,1,278,2,1,51,32,52,5,2,17.18
1,72,8178,1,0,450,0,1,47,23,49,0,0,17.59
0,24,8713,0,0,488,2,0,69,12,33,3,1,20.76
1,12,7915,1,1,492,2,0,60,26,54,5,1,16.54
0,36,14039,1,0,686,1,0,97,14,38,5,2,18.16
1,12,10727,0,0,616,1,0,20,21,59,1,2,18.66
0,24,5441,1,1,170,1,0,61,15,58,0,2,22.29
0,84,14787,0,0,490,0,1,65,4,63,5,0,17.88
0,36,11629,0,1,640,2,0,8,26,51,3,2,21.93
1,72,11633,1,0,841,1,1,51,9,44,4,1,19.14
0,84,8564,0,1,679,1,0,33,32,27,6,2,20.2
0,36,10966,0,1,387,1,1,75,9,65,6,1,17.23
1,36,7256,0,1,1027,0,1,14,11,50,5,0,18.83
1,24,10044,0,0,892,0,0,24,2,19,0,1,22.46
0,72,9435,1,0,428,0,1,2,14,51,2,1,16.08
0,72,10060,1,0,297,0,1,88,4,38,6,2,21.1
1,48,9820,1,0,808,0,1,17,3,38,2,1,16.53
0,48,9671,0,1,616,2,1,6,34,35,6,0,20.1
0,12,6815,1,1,24,2,1,82,31,35,5,2,15.94
0,60,5960,1,1,549,2,0,89,16,62,0,2,23.47
0,84,14374,0,0,172,1,1,57,33,57,4,0,16.86
0,36,5651,1,0,898,1,1,32,24,53,5,1,24.87
0,24,13372,0,0,1115,0,0,28,27,60,5,0,20.33
1,12,6014,1,1,1194,0,0,63,9,51,3,2,16.4
0,24,11417,0,1,222,1,1,17,24,60,5,2,15.96
1,72,14625,0,0,415,2,0,73,17,19,6,0,21.32
0,24,12155,0,1,880,0,1,56,9,33,4,2,20.7
1,24,14302,0,1,497,0,0,35,17,48,4,2,17.3
0,60,9224,0,0,327,1,0,62,25,46,5,1,20.52
1,60,11765,0,0,671,0,0,54,25,42,2,1,19.65
0,12,6098,0,1,325,0,1,57,1,56,0,0,18.0
1,60,11280,1,0,1172,1,0,65,19,31,6,2,20.38
1,84,14332,1,1,402,0,1,20,33,49,6,2,15.92
1,72,8280,0,1,453,1,1,9,19,58,2,2,17.59
0,24,10042,1,0,90,0,0,99,3,53,6,1,19.48
0,36,12450,0,1,1144,1,1,11,27,70,3,2,18.24
0,72,8869,0,0,315,1,1,14,17,57,2,1,19.24
1,60,6436,0,1,788,1,1,13,4,48,3,0,19.97
0,24,6819,1,0,741,0,0,95,2,57,1,2,22.98
0,72,14446,0,1,114,2,1,53,3,37,5,1,21.54
0,36,5014,1,1,892,0,1,55,1,41,5,2,22.93
1,12,9071,0,0,797,2,1,39,20,69,0,0,19.73
0,84,8438,1,0,842,2,1,73,23,50,2,0,20.04
1,36,9711,0,1,213,2,0,66,34,44,3,0,16.82
1,84,10938,0,1,543,1,1,72,14,23,0,1,15.78
1,12,5192,0,0,696,2,0,36,26,43,5,2,23.31
0,36,12284,0,1,1059,2,0,18,17,23,0,2,19.24
0,60,5826,0,0,980,0,0,41,23,27,0,1,17.69
1,48,8963,1,1,66,0,0,89,8,67,0,2,20.42
0,12,6361,0,1,774,0,0,75,25,23,0,0,18.87
1,60,9833,1,0,4,1,1,57,13,34,1,0,22.17
1,72,14370,0,1,278,1,0,55,33,55,5,1,22.77
1,84,12965,1,1,1187,0,1,43,32,41,2,2,16.24
1,36,6046,1,0,431,1,0,79,1,37,0,1,24.96
0,84,9778,1,0,813,0,1,66,33,47,4,0,16.25
1,36,12458,0,1,1050,0,0,92,12,33,2,2,22.54
0,24,11595,0,0,309,0,1,93,20,25,2,1,15.93
1,12,5860,0,0,304,0,1,50,34,52,4,1,15.33
0,60,11562,1,1,398,1,1,4,5,31,1,0,18.77
1,36,7198,1,0,738,0,1,91,33,62,6,2,23.27
1,12,9311,0,0,150,1,0,59,29,33,1,2,21.98
0,24,7913,1,0,459,0,0,20,9,44,5,2,21.66
1,72,6830,1,1,1061,1,1,31,26,44,1,0,15.29
1,12,10492,1,1,146,1,1,31,15,70,4,2,21.53
1,84,12326,1,1,100,2,1,38,24,31,3,2,21.02
1,48,9583,1,0,133,2,1,18,4,24,3,2,19.37
0,36,13053,0,0,540,0,1,26,16,57,4,0,19.22
1,72,7794,0,0,439,2,1,53,16,67,0,0,16.85
1,12,10808,1,1,296,2,1,56,36,60,6,0,16.34
0,84,13348,0,1,903,2,1,75,10,21,0,1,19.39
0,72,12085,0,1,970,1,0,3,34,32,5,1,24.01
0,24,11043,1,0,1117,1,1,34,36,52,4,0,18.04
1,48,14317,1,0,720,0,1,26,0,52,1,1,23.81
0,72,12165,1,0,596,0,1,33,29,32,3,1,24.22
1,84,7547,1,1,561,0,0,76,10,31,5,2,15.08
1,48,7384,0,0,1023,2,0,77,35,41,2,1,17.05
1,72,7849,1,1,335,0,0,83,5,31,0,1,20.92
0,12,12858,0,1,580,0,0,80,0,37,2,1,19.87
1,72,10350,0,0,940,0,0,30,0,51,4,2,15.02
1,36,9726,0,1,799,2,1,80,23,66,1,2,18.42
1,60,7775,0,1,277,0,0,93,27,25,5,1,16.78
0,36,7072,0,1,490,2,1,44,29,52,5,2,15.92
1,24,9274,0,1,1104,1,0,46,15,31,4,1,23.61
1,72,10535,0,1,279,0,0,64,11,19,3,1,24.85
1,60,8949,0,1,1068,1,1,73,3,62,5,0,24.57
1,12,13636,0,1,829,0,0,33,8,32,5,1,16.24
1,72,7497,0,1,460,0,1,83,7,58,2,1,20.53
0,60,10722,1,1,136,1,0,63,13,32,3,2,24.21
1,24,14634,0,1,321,1,1,25,23,38,2,0,22.72
1,84,6505,1,1,1194,1,1,96,24,51,1,0,19.33
0,84,14165,1,0,97,0,1,62,31,68,5,2,19.17
1,48,14448,1,0,895,1,1,64,35,59,4,1,22.72
0,12,11977,0,1,624,2,1,31,5,41,2,0,21.88
0,84,8243,1,1,1147,0,1,76,10,57,4,2,19.65
0,84,5674,1,0,971,1,1,52,25,67,6,0,17.4
1,84,6893,0,0,346,2,0,35,10,46,6,0,19.52
1,24,5544,1,0,10,1,0,79,22,30,1,2,20.94
0,84,11020,0,1,896,0,0,19,23,57,2,2,16.0
0,36,6227,1,0,679,2,1,96,27,24,4,1,17.22
1,84,7191,0,1,510,0,1,14,10,50,6,0,15.86
1,72,14254,1,0,175,1,0,61,14,59,3,1,24.84
0,24,12295,0,0,287,0,1,49,31,45,2,0,17.38
1,72,7643,1,1,593,0,0,68,27,25,5,0,22.08
1,36,9292,1,1,357,0,0,66,34,19,0,1,23.15
0,48,12217,1,0,794,1,1,79,1,54,5,2,21.21
0,60,10577,0,1,859,2,0,53,30,46,0,0,16.01
0,48,12023,0,0,248,1,0,42,21,53,2,1,24.35
0,72,13830,0,0,983,2,1,4,25,65,5,0,16.85
0,60,7562,0,1,596,0,1,30,27,41,6,0,15.36
1,60,10814,1,0,211,1,1,63,13,40,3,2,24.92
0,72,6876,1,0,1172,1,0,20,36,36,1,1,22.69
1,72,11994,0,1,400,1,0,59,28,25,5,0,20.16
0,72,10262,0,1,671,0,1,65,7,27,0,1,21.09
0,72,5176,0,0,215,2,0,17,20,47,0,0,17.43
1,12,8724,0,0,369,1,1,2,19,48,3,2,16.19
0,12,9423,1,0,1043,1,1,15,31,61,5,2,16.07
0,72,14994,1,0,449,2,1,1,11,28,0,1,17.05
0,24,8656,0,1,391,1,1,21,25,46,0,2,16.77
1,48,13927,1,1,1036,1,0,34,4,30,3,0,21.49
1,60,5699,0,0,462,0,0,80,6,50,5,0,19.3
0,60,13850,1,0,1008,0,0,39,26,47,0,1,19.71
0,12,10537,1,1,924,1,0,5,12,63,5,1,17.1
1,60,12898,0,0,800,2,0,13,6,44,6,1,20.73
0,60,12938,1,1,1128,2,0,56,27,52,6,2,17.16
0,84,6423,1,1,1094,1,0,81,21,24,5,2,23.56
0,72,11751,0,0,103,1,0,71,1,29,5,1,21.79
0,60,6712,1,0,467,0,0,66,32,28,0,2,20.33
0,48,13884,0,0,673,0,0,1,27,59,5,1,20.67
1,60,5844,0,0,619,2,0,73,27,45,0,1,15.29
1,24,10726,1,1,83,2,0,8,31,48,0,2,20.12
1,72,14038,0,1,921,0,1,62,24,57,6,2,22.12
0,12,14219,0,0,685,2,1,31,20,60,4,1,23.37
1,84,5314,1,1,1063,1,0,65,4,23,5,2,16.53
0,12,8088,0,0,914,2,0,50,24,57,6,1,23.58
0,24,6079,0,0,591,2,0,22,5,61,6,2,17.49
0,60,7859,0,0,206,2,1,52,29,30,3,2,19.41
1,60,10735,1,0,511,1,0,12,29,60,6,0,24.52
0,72,13202,1,1,693,0,1,17,17,68,3,1,24.32
0,12,10764,0,0,93,2,1,78,2,25,4,0,17.52
1,72,5044,1,1,761,0,1,41,17,44,6,1,17.66
0,24,12047,0,0,1057,0,1,92,3,37,3,2,16.76
0,24,7336,0,0,131,1,0,42,19,20,3,0,23.51
1,84,9639,0,0,1068,2,0,11,8,56,2,2,23.0
1,36,8468,1,1,705,0,1,51,32,69,2,1,24.46
0,12,12825,1,1,142,1,0,15,28,69,6,1,20.95
0,36,7694,1,0,279,0,1,9,19,36,1,2,16.53
0,12,14738,1,0,767,0,0,40,35,18,0,1,17.55
1,48,8172,1,0,246,0,1,35,12,56,5,1,24.54
0,36,8025,0,1,452,2,0,70,16,70,2,2,19.17
1,12,9909,0,1,22,1,1,73,5,43,5,2,20.62
0,48,13014,0,0,844,2,0,46,33,57,2,1,21.67
0,24,14093,0,0,879,0,0,60,10,46,3,1,17.04
1,12,6345,0,0,920,1,1,71,20,70,1,1,19.09
1,48,8906,1,0,921,0,1,60,10,69,5,2,16.64
1,48,9116,0,0,20,2,1,88,32,19,1,0,21.54
1,60,11208,0,0,58,0,1,19,36,22,6,2,17.45
0,60,5448,0,1,939,2,0,23,4,36,6,1,24.99
1,84,8854,0,0,834,1,0,85,25,37,0,0,15.48
0,84,11558,0,0,5,1,1,47,32,38,1,0,22.92
1,36,10080,0,0,601,0,0,27,36,18,2,0,16.16
0,12,6399,1,1,261,2,0,98,26,35,3,2,16.82
1,48,8494,1,0,416,1,1,7,27,33,6,0,17.83
1,24,10137,0,1,51,0,1,31,34,18,1,0,21.78
1,48,10971,0,0,271,1,0,98,33,53,4,1,20.47
0,12,10481,1,1,542,0,0,55,25,31,4,2,24.18
1,60,8558,0,0,425,2,1,36,14,41,6,2,17.09
0,60,12489,1,1,1113,0,1,55,12,61,1,1,16.97
0,48,13001,1,1,601,0,1,87,3,26,2,1,15.26
0,12,11076,1,0,874,0,1,99,11,49,5,1,24.62
0,12,11540,1,0,965,0,1,50,12,43,3,2,15.31
0,48,10370,0,0,773,0,0,64,6,59,5,1,21.71
0,24,5953,1,0,673,0,0,31,35,28,6,0,22.63
0,84,7346,1,0,10,2,0,80,6,59,2,0,17.57
0,24,6141,1,1,695,0,0,28,33,37,6,2,17.28
1,72,10725,1,0,564,2,1,32,14,45,4,0,20.02
0,24,6789,1,0,412,1,0,28,6,61,4,1,21.93
0,24,5162,1,1,324,2,0,14,16,28,4,1,19.28
0,24,7410,0,1,203,2,0,28,12,43,4,1,22.42
0,24,13009,0,0,1099,2,0,91,13,26,3,2,18.2
0,84,7426,0,0,536,1,1,37,8,68,5,1,15.59
0,48,5036,1,1,898,1,1,21,31,24,6,1,22.86
0,48,7759,1,1,357,1,0,31,3,28,6,1,23.79
0,72,11399,0,0,0,2,0,14,1,65,5,1,21.4
0,12,7748,0,1,9,1,0,92,10,46,4,0,16.35
1,48,6527,0,0,575,0,0,89,5,49,5,2,24.78
0,36,6864,0,1,898,0,0,9,3,55,3,2,23.3
0,12,13417,1,0,163,0,0,99,23,29,1,0,24.28
1,36,8380,1,1,686,1,0,94,16,29,4,0,18.35
0,24,10666,0,1,220,2,0,88,0,19,4,2,19.59
1,60,7795,1,1,81,2,0,81,8,43,2,1,22.51
0,72,6780,0,1,1183,1,1,55,0,33,5,1,15.51
1,24,13890,0,0,285,0,1,70,9,59,5,2,23.18
0,60,14861,0,0,610,1,1,98,5,32,5,0,17.03
0,36,10325,0,0,882,0,0,38,27,69,6,1,15.35
1,84,13144,1,1,969,0,1,31,17,47,1,2,15.43
0,48,10811,1,0,105,0,0,27,6,57,1,0,21.32
1,48,14418,1,1,1024,1,1,13,15,34,0,2,18.15
1,36,14280,1,0,193,2,0,91,11,43,3,0,18.07
0,84,7270,0,0,541,1,1,18,23,18,2,0,18.04
1,36,11968,1,0,506,1,0,14,4,51,2,2,15.5
0,60,14543,1,1,358,0,0,21,18,18,6,0,24.91
0,12,11141,0,0,681,0,1,31,4,62,3,2,15.73
0,72,8533,1,0,147,0,1,89,4,48,4,2,15.32
1,84,12327,1,1,1116,0,0,4,1,49,5,1,23.82
1,60,6999,1,0,4,2,1,39,7,52,5,2,24.88
0,12,11731,0,0,28,0,0,15,12,29,6,2,23.31
1,84,13935,0,0,206,0,1,20,13,41,5,0,22.25
1,60,13386,0,0,685,0,0,37,18,30,0,1,24.45
1,48,5791,0,0,595,1,0,66,36,46,1,1,18.27
0,36,7560,0,1,334,2,0,86,15,51,0,2,15.72
1,36,10802,1,1,208,2,0,53,34,43,0,0,22.22
1,36,5724,0,1,635,1,1,65,32,24,4,1,21.96
0,60,12145,0,1,994,2,1,92,23,29,2,1,15.52
0,60,11169,1,1,106,2,0,91,16,68,6,1,20.49
0,60,11491,0,1,1022,2,1,49,15,57,5,1,16.51
1,72,6421,0,1,168,0,0,98,4,54,6,0,20.42
1,12,10069,0,0,163,2,0,8,10,65,5,1,24.06
0,84,7332,1,1,334,2,0,70,1,53,1,0,19.27
0,48,14618,1,0,977,0,0,39,20,21,6,0,20.24
1,84,10236,1,1,595,0,0,16,24,49,3,1,15.07
0,36,9910,0,0,338,0,1,23,11,19,1,2,15.48
0,84,6270,0,1,1155,1,0,61,19,23,1,1,24.59
0,24,7909,0,0,94,2,1,54,33,46,2,0,19.35
1,24,11616,1,0,965,1,1,80,24,42,1,1,15.6
1,72,12005,1,0,839,0,0,35,1,19,4,0,24.32
0,48,10868,1,0,171,0,0,56,9,45,2,1,18.08
0,84,12756,1,0,130,1,0,15,24,35,5,1,15.84
0,12,11770,0,1,645,1,0,20,13,53,6,0,15.0
1,24,12669,1,1,1069,1,0,67,7,65,6,2,22.02
0,60,6591,0,0,659,2,1,93,19,22,0,2,19.05
1,12,13453,0,1,937,0,1,29,5,43,6,1,22.87
1,60,13030,0,1,379,2,0,78,27,20,3,2,21.82
1,72,8837,1,0,400,2,0,65,5,45,4,1,18.4
0,60,9323,0,0,122,0,0,65,7,21,5,0,19.62
1,24,10597,1,1,335,2,1,35,11,38,1,2,24.78
0,84,14971,0,0,11,0,0,57,2,36,6,0,17.61
1,48,14972,0,0,664,2,1,95,35,54,0,1,24.74
1,84,11653,0,0,416,1,1,50,33,24,3,0,15.05
1,84,9994,1,1,973,2,1,47,2,25,1,2,18.43
0,36,14203,1,1,459,0,0,63,16,24,2,0,24.43
0,72,12063,1,0,706,2,0,80,11,21,1,2,16.51
1,24,12975,0,1,452,2,1,17,16,20,1,1,19.67
1,12,11179,0,1,556,0,0,6,4,21,2,0,15.67
1,24,9661,0,0,543,0,1,43,6,25,3,2,23.71
0,72,9049,0,0,144,0,0,21,15,42,2,2,17.94
0,72,14454,0,0,901,0,1,47,13,20,3,2,19.35
1,24,13178,0,0,80,2,1,7,18,47,2,1,15.87
1,12,8601,0,1,284,1,0,85,10,53,6,0,17.84
0,72,11551,1,1,395,1,1,4,36,38,5,0,20.94
1,24,8078,0,0,440,2,0,83,31,35,1,1,15.08
0,24,10610,1,0,1193,1,1,37,33,68,3,0,20.83
0,72,13896,1,1,376,0,1,82,5,32,4,0,22.77
0,24,7875,0,1,684,2,1,78,33,48,1,0,15.15
1,12,11912,1,1,80,2,0,95,24,27,2,0,24.33
0,60,13734,1,0,1167,2,1,76,3,67,6,0,17.22
1,72,11202,0,0,48,1,0,72,28,24,3,1,20.79
1,24,5415,0,1,693,2,1,23,30,27,1,1,15.04
0,24,6841,0,1,21,1,0,68,7,27,2,0,24.52
0,72,8106,0,1,628,0,0,40,16,36,1,0,15.33
1,12,13682,1,1,300,1,0,55,36,47,6,2,18.27
1,72,10581,1,0,848,0,0,93,23,56,1,0,22.86
1,36,11156,1,1,419,0,1,79,33,53,1,1,17.37
0,24,8124,0,0,1110,1,0,83,14,43,3,1,22.69
0,84,7933,0,1,1077,0,1,58,0,50,6,2,20.65
1,72,13403,1,1,1131,2,0,69,17,32,3,1,21.81
0,72,8682,1,1,987,1,1,53,0,19,3,1,20.61
1,48,7101,1,0,407,0,0,84,22,36,6,1,23.37
1,48,6689,1,1,918,0,0,29,15,34,1,2,23.44
0,12,11013,0,1,653,2,1,64,17,24,5,1,24.83
0,48,7265,1,1,995,2,0,18,20,32,4,2,19.58
1,12,8600,0,0,1089,1,1,56,7,27,6,2,22.5
0,12,14997,0,0,967,2,0,76,8,59,3,1,22.75
0,72,6280,0,0,214,1,1,5,8,28,3,2,23.41
1,48,7932,0,1,1088,0,1,52,25,23,3,2,24.06
0,48,13535,1,1,62,0,1,22,16,69,0,1,21.47
0,60,5882,1,0,38,0,1,56,36,51,0,0,19.02
0,48,9750,0,1,307,2,1,60,22,70,2,1,24.03
1,60,14017,1,0,345,1,0,36,22,18,4,2,16.12
0,12,9520,1,0,698,1,0,26,6,51,5,1,16.17
0,24,6742,0,1,232,2,0,67,7,25,0,0,15.23
1,72,9080,1,1,398,1,1,58,11,61,6,0,22.76
0,60,10931,1,1,903,0,0,61,18,56,0,1,20.13
1,60,10457,0,0,1057,2,1,80,22,49,1,2,22.2
0,24,13865,0,0,458,1,0,81,1,60,3,2,24.88
0,36,6985,1,1,903,1,1,84,7,24,4,1,15.3
0,60,9584,0,0,495,2,0,23,8,65,2,2,22.6
1,36,11430,1,1,950,2,1,41,32,23,6,2,20.25
0,60,5042,0,0,1015,1,1,45,3,60,4,0,20.31
0,60,12127,1,0,153,1,1,78,36,53,3,2,15.54
1,12,13585,0,1,6,0,0,40,22,66,5,1,16.87
0,72,5554,1,0,773,2,0,100,30,64,3,1,18.84
0,84,11590,1,1,67,2,0,92,31,46,4,2,20.7
0,48,8190,1,0,584,0,0,67,28,68,2,0,21.84
1,24,5829,1,1,1069,1,0,35,1,39,2,0,16.12
0,12,11837,0,0,632,1,1,49,36,62,4,2,17.36
0,48,8608,0,0,1007,0,1,84,9,57,5,0,16.26
1,48,10863,1,0,254,2,0,93,30,26,2,0,24.52
1,72,8776,1,0,733,1,1,48,34,50,3,2,23.06
1,72,10720,1,1,535,0,1,9,8,51,2,2,20.56
1,36,10378,0,0,858,1,1,56,2,45,5,1,22.62
0,48,14253,1,1,265,1,1,4,2,44,2,0,23.07
1,84,6753,1,1,985,1,0,27,11,48,4,1,23.48
1,60,5961,1,0,97,1,1,18,30,41,5,2,22.26
1,84,6612,0,0,903,0,1,92,2,39,5,2,18.77
0,60,13255,0,1,1146,0,1,100,33,65,6,1,17.97
0,72,6635,0,1,680,1,0,26,18,50,0,2,18.71
1,84,13141,1,0,1009,0,0,75,36,31,6,1,21.83
0,24,8726,1,0,47,1,0,82,16,60,2,1,22.6
0,72,10167,0,0,970,0,0,42,34,42,6,1,17.76
0,60,9167,1,1,1078,0,0,71,3,67,6,2,22.34
0,36,9606,1,0,455,1,1,97,29,37,1,0,22.89
1,60,10462,0,1,414,2,0,64,16,36,4,0,22.9
1,84,12462,1,1,1083,0,1,93,9,39,1,2,16.86
0,36,9285,0,1,97,2,1,31,6,44,0,0,19.41
0,72,14372,1,0,1176,0,1,88,5,64,1,2,15.55
1,36,7722,1,1,402,1,0,4,22,59,2,1,15.27
1,84,14334,0,1,1016,0,1,5,0,63,3,2,23.71
1,84,9084,0,0,439,2,0,55,27,29,0,1,20.65
0,48,13034,0,0,1083,2,0,42,30,38,2,0,16.19
1,84,5564,1,1,1078,2,0,54,13,42,0,1,15.59
1,84,7512,1,0,1129,1,0,5,6,29,1,1,21.0
0,36,11884,0,1,290,1,1,46,4,70,2,1,16.09
1,12,14342,0,0,1065,0,1,35,34,48,3,0,20.32
1,12,6845,1,1,193,2,0,79,33,54,5,2,17.05
1,60,5310,0,0,1168,2,0,38,36,59,5,0,22.32
0,48,9893,0,0,84,0,1,100,19,38,4,1,20.77
1,36,9264,1,0,13,1,1,62,25,46,0,2,19.78
0,84,13471,0,0,290,2,0,43,8,70,4,2,16.3
0,12,6474,1,0,458,1,1,61,14,69,4,2,22.36
0,84,6807,0,0,731,2,1,38,15,32,4,1,21.95
0,24,11242,0,1,566,0,1,57,32,30,1,1,17.07
0,60,11504,0,1,864,1,0,7,36,37,4,1,20.84
0,84,11925,1,1,90,1,0,54,9,20,1,1,22.59
1,48,6038,0,1,55,2,0,16,10,35,6,2,15.79
1,48,5400,1,0,1056,1,0,89,5,64,1,2,16.15
1,60,11652,0,1,106,2,0,52,32,70,2,0,18.65
1,72,7382,0,0,379,1,1,49,21,21,4,0,20.84
1,12,9097,0,1,1046,2,0,11,11,37,6,0,18.22
1,36,10962,1,0,736,0,0,54,13,51,2,2,20.71
1,72,6832,0,1,707,0,1,75,30,67,5,1,19.7
1,84,13647,0,1,978,1,0,98,17,26,0,1,19.08
0,72,5274,0,0,920,0,1,83,19,61,1,2,18.43
0,24,14351,1,0,202,0,0,99,25,44,3,1,15.09
0,72,11087,0,1,1108,0,0,28,25,32,3,2,15.53
1,36,5037,1,1,767,0,0,73,8,70,4,0,22.49
1,48,14958,0,1,1159,2,1,64,32,49,5,1,20.69
0,48,12855,0,1,561,2,0,66,7,43,6,0,23.83
0,12,14755,0,1,723,0,0,61,10,42,1,1,15.37
1,84,12571,0,0,238,2,1,18,8,27,6,0,23.9
0,84,8343,0,1,1120,2,1,26,19,47,1,0,17.79
0,36,10526,1,0,527,0,1,93,7,70,6,1,23.73
0,36,14433,0,1,693,2,1,15,5,59,4,0,23.68
0,48,12491,1,1,745,0,0,78,26,48,5,1,24.7
1,60,7685,0,1,940,2,0,54,1,40,2,1,19.92
1,12,11202,0,1,744,2,0,64,28,32,1,0,20.63
1,12,7833,0,1,769,1,0,57,19,29,6,2,20.74
0,60,8818,1,1,988,1,0,31,21,64,5,1,17.79
1,84,5158,0,1,343,2,1,38,1,40,5,0,24.47
1,12,7318,1,1,194,2,0,72,35,48,0,2,20.61
0,84,8297,1,0,790,2,0,65,17,48,0,2,22.81
1,48,10047,0,0,463,0,1,87,6,67,3,2,16.34
0,60,13747,1,1,471,2,1,69,25,28,4,2,21.58
0,72,8540,1,1,602,0,1,18,25,45,6,0,22.75
1,12,7142,1,0,461,2,0,74,2,51,1,2,20.3
0,36,5817,1,1,981,0,0,28,31,65,2,2,24.1
0,84,9978,1,1,1179,2,1,26,13,70,6,1,16.12
0,84,10637,1,1,759,1,0,92,16,33,6,1,17.93
0,72,9054,0,0,197,2,1,24,31,58,1,0,23.81
0,72,8570,0,0,532,0,1,87,12,65,6,1,22.84
0,48,10272,0,1,1132,1,1,78,17,57,1,0,16.12
1,72,6207,1,1,696,2,0,22,10,19,2,2,24.68
1,84,8489,1,1,420,0,0,54,33,64,4,0,20.61
0,36,9579,0,1,442,0,1,95,15,23,4,2,21.44
1,12,14206,1,0,680,1,1,13,21,63,4,0,15.8
0,72,14630,0,0,399,2,1,17,32,31,4,0,21.03
0,84,6383,0,0,125,0,0,19,4,19,6,2,18.35
0,72,5554,1,0,266,1,1,77,10,41,6,2,22.54
0,36,10615,0,1,749,1,0,43,15,62,0,1,15.05
1,48,9233,1,0,8,0,1,71,15,63,6,0,19.88
0,12,13183,0,0,488,0,0,9,22,63,1,2,19.43
1,48,13406,1,0,176,2,1,26,27,62,4,0,23.2
0,60,13649,0,0,918,0,1,35,17,32,0,1,23.84
0,72,5329,1,0,294,0,1,51,36,56,3,2,19.73
0,12,5386,0,0,545,0,0,18,28,33,1,1,20.41
0,48,13155,0,0,675,2,0,44,22,50,2,0,17.34
0,72,10468,0,0,40,1,1,98,6,36,2,2,17.29
1,60,12719,1,0,171,1,1,67,7,22,6,0,23.37
0,60,6350,1,1,800,2,0,11,4,65,1,0,15.98
0,12,12891,0,1,91,2,1,60,36,70,5,2,15.36
1,60,8174,1,1,1045,0,1,53,19,38,5,0,20.87
1,24,12763,0,1,587,1,0,55,20,22,0,0,18.57
1,48,6356,0,0,430,1,1,39,33,42,3,1,21.98
1,36,7288,0,1,1051,1,1,9,6,43,1,0,19.15
1,60,8602,1,1,717,2,1,59,13,67,6,0,17.34
1,48,13721,1,1,1181,1,1,7,23,45,6,0,17.39
0,12,8102,1,0,1058,0,1,97,13,51,3,0,19.25
1,84,10308,0,0,190,2,1,59,3,34,0,0,20.83
1,36,5659,1,0,459,1,0,29,34,29,6,2,21.14
0,72,13421,0,0,561,2,0,95,36,70,1,0,22.52
1,72,14238,0,1,20,1,1,61,22,49,0,2,24.67
1,24,8061,0,0,319,1,0,77,1,57,2,1,17.46
0,72,13821,1,0,623,0,0,4,31,69,5,2,18.15
1,48,13846,1,0,694,2,1,91,29,47,1,0,18.42
0,24,6492,1,1,1041,1,0,84,10,22,1,0,18.91
0,24,5010,0,1,1167,1,1,97,5,34,1,0,20.16
1,12,10620,0,1,447,1,1,31,28,65,3,2,23.18
1,12,13968,0,1,585,0,0,43,34,26,1,2,21.12
0,60,12356,0,1,470,2,0,48,5,50,0,0,19.78
0,36,13359,1,0,628,2,1,66,27,34,3,0,16.65
1,48,9639,1,0,103,2,0,41,0,59,4,0,19.62
1,72,14611,0,0,725,2,1,44,11,26,3,1,20.25
1,48,12178,0,1,1075,1,0,68,27,20,6,0,24.55
0,24,12152,1,0,301,2,1,18,8,45,5,1,17.16
0,24,12767,0,1,974,2,1,68,6,56,3,1,15.01
1,48,11688,1,1,942,1,1,14,31,69,6,1,17.14
0,84,9997,0,0,537,0,1,72,28,30,4,2,22.52
0,36,11198,0,0,1091,2,1,93,12,24,0,0,15.83
0,12,11982,0,1,496,1,0,99,21,37,0,1,19.36
1,36,8678,1,1,722,1,1,59,16,66,5,1,24.7
1,48,7095,1,1,388,0,1,6,2,36,4,1,18.07
1,48,6179,0,0,721,0,0,91,22,21,1,0,20.23
1,84,5838,1,1,892,2,1,21,24,42,6,2,19.25
1,48,13149,0,0,667,0,0,35,22,39,4,1,24.66
0,24,7287,1,1,984,1,1,71,33,42,4,0,21.01
1,36,12004,1,1,223,1,1,50,3,28,6,1,16.18
1,24,10332,0,1,919,2,0,45,36,48,4,1,15.62
0,72,6308,0,0,174,1,0,39,4,40,6,0,18.08
1,60,11745,0,0,848,2,1,48,6,62,1,2,16.95
0,12,11207,0,0,1103,0,0,96,25,61,5,0,19.74
1,48,10745,0,0,343,0,1,18,6,51,4,0,23.1
1,24,13056,1,1,55,0,1,29,8,32,0,2,18.05
0,84,6498,1,1,757,1,0,45,35,23,1,0,20.69
1,36,5873,1,1,773,2,0,35,13,58,2,2,17.98
0,84,14942,0,1,745,1,0,21,3,19,1,1,21.34
